attack_don,attack_rec,brood_size,Nest_ID,Date_analysis,Age_A,Age_B,Age_C,direction,brood_ID,row_id,young_end,old_end,phase,date_brood,weight_tot,food_cat,age_diff
A,B,3,217,125,7,6,2,AB,217_2019,1034,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1035,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1036,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1037,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1038,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1039,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1040,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1041,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1042,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1043,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1044,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1045,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1046,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1047,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1048,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1049,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1050,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1051,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1052,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1053,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1054,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1055,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1056,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1057,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1058,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1059,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1060,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,C,3,217,125,7,6,2,AC,217_2019,1061,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1062,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1063,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1064,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1065,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1066,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1067,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1068,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1069,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1070,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1071,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1072,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1073,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1074,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1075,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1076,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1077,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1078,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1079,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1080,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1081,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1082,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1083,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,C,3,217,125,7,6,2,AC,217_2019,1084,2019-05-13,2019-05-23,early,125217_2019,125,high,-5
A,B,3,217,125,7,6,2,AB,217_2019,1085,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1086,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1087,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1088,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1089,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1090,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1091,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1092,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1093,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1094,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1095,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1096,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1097,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1098,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1099,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1100,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1101,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1102,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1103,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1104,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1105,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1106,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1107,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1108,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1109,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1110,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1111,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1112,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1113,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1114,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1115,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1116,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1117,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1118,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1119,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1120,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1121,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1122,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1123,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
B,A,3,217,125,7,6,2,BA,217_2019,1124,2019-05-13,2019-05-23,early,125217_2019,125,high,1
A,B,3,217,125,7,6,2,AB,217_2019,1125,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1126,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1127,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1128,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1129,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1130,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1131,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1132,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1133,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1134,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1135,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1136,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1137,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1138,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1139,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1140,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1141,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1142,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1143,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1144,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1145,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1146,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1147,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1148,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1149,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1150,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
B,A,3,217,125,7,6,2,BA,217_2019,1151,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1152,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1153,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1154,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1155,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1156,2019-05-13,2019-05-23,early,125217_2019,125,high,1
B,A,3,217,125,7,6,2,BA,217_2019,1157,2019-05-13,2019-05-23,early,125217_2019,125,high,1
A,B,3,217,125,7,6,2,AB,217_2019,1158,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1159,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1160,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1161,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1162,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1163,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1164,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1165,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1166,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1167,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1168,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1169,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1170,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1171,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1172,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1173,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1174,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1175,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1176,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1177,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1178,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1179,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1180,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1181,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1182,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1183,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1184,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1185,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1186,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1187,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1188,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1189,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1190,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1191,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1192,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1193,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1194,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1195,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1196,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1197,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1198,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1199,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1200,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1201,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1202,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1203,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1204,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1205,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1206,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1207,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1208,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1209,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1210,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1211,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1212,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1213,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1214,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1215,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1216,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1217,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1218,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1219,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1220,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1221,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1222,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1223,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1224,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1225,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1226,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1227,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1228,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1229,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1230,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1231,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1232,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1233,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1234,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1235,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1236,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1237,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1238,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1239,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1240,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1241,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1242,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1243,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1244,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1245,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1246,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1247,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1248,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1249,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1250,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1251,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1252,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1253,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1254,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1255,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1256,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1257,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1258,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1259,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1260,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1261,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1262,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1263,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1264,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1265,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1266,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1267,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1268,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1269,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1270,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1271,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1272,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1273,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1274,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1275,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1276,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1277,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1278,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1279,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1280,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
A,B,3,217,125,7,6,2,AB,217_2019,1281,2019-05-13,2019-05-23,early,125217_2019,125,high,-1
